Step ID,Phase,Feature / Area,Step (Granular),Detailed Step Description,Difficulty (1-5),Difficulty Label,Impact (1-5),Impact Label,Status,Dependencies,Notes / Context
Phase 2-ACG-12,Phase 2,AI checklist generator,Performance & load testing for AI checklist generator,"Benchmark key paths for AI checklist generator; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 2-ACG-11,Saves onboarding time
Phase 2-ACG-13,Phase 2,AI checklist generator,Backups & disaster recovery for AI checklist generator,Define RPO/RTO; test backup and restore for data involved in AI checklist generator.,3,Medium,4,Very High,Not Started,Phase 2-ACG-12,Saves onboarding time
Phase 2-ACG-14,Phase 2,AI checklist generator,Admin controls & settings for AI checklist generator,Add admin toggles and configuration for AI checklist generator. Include feature flags and rollout controls.,3,Medium,4,Very High,Not Started,Phase 2-ACG-13,Saves onboarding time
Phase 2-ACG-15,Phase 2,AI checklist generator,Documentation & SOPs for AI checklist generator,Write internal docs and step-by-step SOPs so team can operate AI checklist generator confidently.,1,Easy,3,High,Not Started,Phase 2-ACG-14,Saves onboarding time
Phase 2-ACS-01,Phase 2,AI conversation summaries,Define goals & success metrics for AI conversation summaries,"Clarify outcomes, acceptance criteria, KPIs, and constraints for AI conversation summaries. Produce a one-page spec and checklist.",3,Medium,4,Very High,Not Started,,Keeps records fresh
Phase 2-ACS-02,Phase 2,AI conversation summaries,Design data model/schema for AI conversation summaries,Identify entities and relationships required for AI conversation summaries. Create tables/collections and ERD with indexes and audit fields.,3,Medium,4,Very High,Not Started,Phase 2-ACS-01,Keeps records fresh
Phase 2-ACS-03,Phase 2,AI conversation summaries,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to AI conversation summaries. Store API keys and secrets in secure vault.,4,Medium-Hard,5,Critical,Not Started,Phase 2-ACS-02,Keeps records fresh
Phase 2-ACS-04,Phase 2,AI conversation summaries,Build core API endpoints for AI conversation summaries,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 2-ACS-03,Keeps records fresh
Phase 2-ACS-05,Phase 2,AI conversation summaries,Implement RBAC/permissions for AI conversation summaries,Define roles and scopes; enforce access control at API and UI layers for AI conversation summaries.,5,Hard,5,Critical,Not Started,Phase 2-ACS-04,Keeps records fresh
Phase 2-ACS-06,Phase 2,AI conversation summaries,Create primary UI workflows for AI conversation summaries,Design and build pages/forms to complete the core flows for AI conversation summaries. Add real-time validation and empty states.,2,Low-Medium,4,Very High,Not Started,Phase 2-ACS-05,Keeps records fresh
Phase 2-ACS-07,Phase 2,AI conversation summaries,Add webhooks/event handling for AI conversation summaries,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 2-ACS-06,Keeps records fresh
Phase 2-ACS-08,Phase 2,AI conversation summaries,Input validation & error UX for AI conversation summaries,Centralize server- and client-side validation. Provide helpful error messages and logging for AI conversation summaries.,2,Low-Medium,4,Very High,Not Started,Phase 2-ACS-07,Keeps records fresh
Phase 2-ACS-09,Phase 2,AI conversation summaries,Observability for AI conversation summaries,"Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for AI conversation summaries.",2,Low-Medium,4,Very High,Not Started,Phase 2-ACS-08,Keeps records fresh
Phase 2-ACS-10,Phase 2,AI conversation summaries,Unit & integration tests for AI conversation summaries,Write tests covering happy paths and edge cases for AI conversation summaries. Target 80% coverage where practical.,4,Medium-Hard,5,Critical,Not Started,Phase 2-ACS-09,Keeps records fresh
Phase 2-ACS-11,Phase 2,AI conversation summaries,Security review for AI conversation summaries,"Threat model AI conversation summaries, encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 2-ACS-10,Keeps records fresh
Phase 2-ACS-12,Phase 2,AI conversation summaries,Performance & load testing for AI conversation summaries,"Benchmark key paths for AI conversation summaries; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 2-ACS-11,Keeps records fresh
Phase 2-ACS-13,Phase 2,AI conversation summaries,Backups & disaster recovery for AI conversation summaries,Define RPO/RTO; test backup and restore for data involved in AI conversation summaries.,3,Medium,4,Very High,Not Started,Phase 2-ACS-12,Keeps records fresh
Phase 2-ACS-14,Phase 2,AI conversation summaries,Admin controls & settings for AI conversation summaries,Add admin toggles and configuration for AI conversation summaries. Include feature flags and rollout controls.,3,Medium,4,Very High,Not Started,Phase 2-ACS-13,Keeps records fresh
Phase 2-ACS-15,Phase 2,AI conversation summaries,Documentation & SOPs for AI conversation summaries,Write internal docs and step-by-step SOPs so team can operate AI conversation summaries confidently.,1,Easy,3,High,Not Started,Phase 2-ACS-14,Keeps records fresh
Phase 3-ATQACF-01,Phase 3,AI tax Q&A chatbot for clients,Define goals & success metrics for AI tax Q&A chatbot for clients,"Clarify outcomes, acceptance criteria, KPIs, and constraints for AI tax Q&A chatbot for clients. Produce a one-page spec and checklist.",3,Medium,4,Very High,Not Started,,Increases perceived value
Phase 3-ATQACF-02,Phase 3,AI tax Q&A chatbot for clients,Design data model/schema for AI tax Q&A chatbot for clients,Identify entities and relationships required for AI tax Q&A chatbot for clients. Create tables/collections and ERD with indexes and audit fields.,3,Medium,4,Very High,Not Started,Phase 3-ATQACF-01,Increases perceived value
Phase 3-ATQACF-03,Phase 3,AI tax Q&A chatbot for clients,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to AI tax Q&A chatbot for clients. Store API keys and secrets in secure vault.,4,Medium-Hard,5,Critical,Not Started,Phase 3-ATQACF-02,Increases perceived value
Phase 3-ATQACF-04,Phase 3,AI tax Q&A chatbot for clients,Build core API endpoints for AI tax Q&A chatbot for clients,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 3-ATQACF-03,Increases perceived value
Phase 3-ATQACF-05,Phase 3,AI tax Q&A chatbot for clients,Implement RBAC/permissions for AI tax Q&A chatbot for clients,Define roles and scopes; enforce access control at API and UI layers for AI tax Q&A chatbot for clients.,5,Hard,5,Critical,Not Started,Phase 3-ATQACF-04,Increases perceived value
Phase 3-ATQACF-06,Phase 3,AI tax Q&A chatbot for clients,Create primary UI workflows for AI tax Q&A chatbot for clients,Design and build pages/forms to complete the core flows for AI tax Q&A chatbot for clients. Add real-time validation and empty states.,2,Low-Medium,4,Very High,Not Started,Phase 3-ATQACF-05,Increases perceived value
Phase 3-ATQACF-07,Phase 3,AI tax Q&A chatbot for clients,Add webhooks/event handling for AI tax Q&A chatbot for clients,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 3-ATQACF-06,Increases perceived value
Phase 3-ATQACF-08,Phase 3,AI tax Q&A chatbot for clients,Input validation & error UX for AI tax Q&A chatbot for clients,Centralize server- and client-side validation. Provide helpful error messages and logging for AI tax Q&A chatbot for clients.,2,Low-Medium,4,Very High,Not Started,Phase 3-ATQACF-07,Increases perceived value
Phase 3-ATQACF-09,Phase 3,AI tax Q&A chatbot for clients,Observability for AI tax Q&A chatbot for clients,"Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for AI tax Q&A chatbot for clients.",2,Low-Medium,4,Very High,Not Started,Phase 3-ATQACF-08,Increases perceived value
Phase 3-ATQACF-10,Phase 3,AI tax Q&A chatbot for clients,Unit & integration tests for AI tax Q&A chatbot for clients,Write tests covering happy paths and edge cases for AI tax Q&A chatbot for clients. Target 80% coverage where practical.,4,Medium-Hard,5,Critical,Not Started,Phase 3-ATQACF-09,Increases perceived value
Phase 3-ATQACF-11,Phase 3,AI tax Q&A chatbot for clients,Security review for AI tax Q&A chatbot for clients,"Threat model AI tax Q&A chatbot for clients, encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 3-ATQACF-10,Increases perceived value
Phase 3-ATQACF-12,Phase 3,AI tax Q&A chatbot for clients,Performance & load testing for AI tax Q&A chatbot for clients,"Benchmark key paths for AI tax Q&A chatbot for clients; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 3-ATQACF-11,Increases perceived value
Phase 3-ATQACF-13,Phase 3,AI tax Q&A chatbot for clients,Backups & disaster recovery for AI tax Q&A chatbot for clients,Define RPO/RTO; test backup and restore for data involved in AI tax Q&A chatbot for clients.,3,Medium,4,Very High,Not Started,Phase 3-ATQACF-12,Increases perceived value
Phase 3-ATQACF-14,Phase 3,AI tax Q&A chatbot for clients,Admin controls & settings for AI tax Q&A chatbot for clients,Add admin toggles and configuration for AI tax Q&A chatbot for clients. Include feature flags and rollout controls.,3,Medium,4,Very High,Not Started,Phase 3-ATQACF-13,Increases perceived value
Phase 3-ATQACF-15,Phase 3,AI tax Q&A chatbot for clients,Documentation & SOPs for AI tax Q&A chatbot for clients,Write internal docs and step-by-step SOPs so team can operate AI tax Q&A chatbot for clients confidently.,1,Easy,3,High,Not Started,Phase 3-ATQACF-14,Increases perceived value
Phase 3-ADP1W2-01,Phase 3,"AI document parsing (1099s, W-2s)","Define goals & success metrics for AI document parsing (1099s, W-2s)","Clarify outcomes, acceptance criteria, KPIs, and constraints for AI document parsing (1099s, W-2s). Produce a one-page spec and checklist.",3,Medium,4,Very High,Not Started,,Huge time saver
Phase 3-ADP1W2-02,Phase 3,"AI document parsing (1099s, W-2s)","Design data model/schema for AI document parsing (1099s, W-2s)","Identify entities and relationships required for AI document parsing (1099s, W-2s). Create tables/collections and ERD with indexes and audit fields.",3,Medium,4,Very High,Not Started,Phase 3-ADP1W2-01,Huge time saver
Phase 3-ADP1W2-03,Phase 3,"AI document parsing (1099s, W-2s)",Set up provider accounts & credentials (if needed),"Create sandbox/production accounts for vendors relevant to AI document parsing (1099s, W-2s). Store API keys and secrets in secure vault.",4,Medium-Hard,5,Critical,Not Started,Phase 3-ADP1W2-02,Huge time saver
Phase 3-ADP1W2-04,Phase 3,"AI document parsing (1099s, W-2s)","Build core API endpoints for AI document parsing (1099s, W-2s)","Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 3-ADP1W2-03,Huge time saver
Phase 3-ADP1W2-05,Phase 3,"AI document parsing (1099s, W-2s)","Implement RBAC/permissions for AI document parsing (1099s, W-2s)","Define roles and scopes; enforce access control at API and UI layers for AI document parsing (1099s, W-2s).",5,Hard,5,Critical,Not Started,Phase 3-ADP1W2-04,Huge time saver
Phase 3-ADP1W2-06,Phase 3,"AI document parsing (1099s, W-2s)","Create primary UI workflows for AI document parsing (1099s, W-2s)","Design and build pages/forms to complete the core flows for AI document parsing (1099s, W-2s). Add real-time validation and empty states.",2,Low-Medium,4,Very High,Not Started,Phase 3-ADP1W2-05,Huge time saver
Phase 3-ADP1W2-07,Phase 3,"AI document parsing (1099s, W-2s)","Add webhooks/event handling for AI document parsing (1099s, W-2s)","Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 3-ADP1W2-06,Huge time saver
Phase 3-ADP1W2-08,Phase 3,"AI document parsing (1099s, W-2s)","Input validation & error UX for AI document parsing (1099s, W-2s)","Centralize server- and client-side validation. Provide helpful error messages and logging for AI document parsing (1099s, W-2s).",2,Low-Medium,4,Very High,Not Started,Phase 3-ADP1W2-07,Huge time saver
Phase 3-ADP1W2-09,Phase 3,"AI document parsing (1099s, W-2s)","Observability for AI document parsing (1099s, W-2s)","Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for AI document parsing (1099s, W-2s).",2,Low-Medium,4,Very High,Not Started,Phase 3-ADP1W2-08,Huge time saver
Phase 3-ADP1W2-10,Phase 3,"AI document parsing (1099s, W-2s)","Unit & integration tests for AI document parsing (1099s, W-2s)","Write tests covering happy paths and edge cases for AI document parsing (1099s, W-2s). Target 80% coverage where practical.",4,Medium-Hard,5,Critical,Not Started,Phase 3-ADP1W2-09,Huge time saver
Phase 3-ADP1W2-11,Phase 3,"AI document parsing (1099s, W-2s)","Security review for AI document parsing (1099s, W-2s)","Threat model AI document parsing (1099s, W-2s), encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 3-ADP1W2-10,Huge time saver
Phase 3-ADP1W2-12,Phase 3,"AI document parsing (1099s, W-2s)","Performance & load testing for AI document parsing (1099s, W-2s)","Benchmark key paths for AI document parsing (1099s, W-2s); tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 3-ADP1W2-11,Huge time saver
Phase 3-ADP1W2-13,Phase 3,"AI document parsing (1099s, W-2s)","Backups & disaster recovery for AI document parsing (1099s, W-2s)","Define RPO/RTO; test backup and restore for data involved in AI document parsing (1099s, W-2s).",3,Medium,4,Very High,Not Started,Phase 3-ADP1W2-12,Huge time saver
Phase 3-ADP1W2-14,Phase 3,"AI document parsing (1099s, W-2s)","Admin controls & settings for AI document parsing (1099s, W-2s)","Add admin toggles and configuration for AI document parsing (1099s, W-2s). Include feature flags and rollout controls.",3,Medium,4,Very High,Not Started,Phase 3-ADP1W2-13,Huge time saver
Phase 3-ADP1W2-15,Phase 3,"AI document parsing (1099s, W-2s)","Documentation & SOPs for AI document parsing (1099s, W-2s)","Write internal docs and step-by-step SOPs so team can operate AI document parsing (1099s, W-2s) confidently.",1,Easy,3,High,Not Started,Phase 3-ADP1W2-14,Huge time saver
Phase 3-CMA-01,Phase 3,Client mobile app,Define goals & success metrics for Client mobile app,"Clarify outcomes, acceptance criteria, KPIs, and constraints for Client mobile app. Produce a one-page spec and checklist.",3,Medium,4,Very High,Not Started,,Improves client satisfaction
Phase 3-CMA-02,Phase 3,Client mobile app,Design data model/schema for Client mobile app,Identify entities and relationships required for Client mobile app. Create tables/collections and ERD with indexes and audit fields.,3,Medium,4,Very High,Not Started,Phase 3-CMA-01,Improves client satisfaction
Phase 3-CMA-03,Phase 3,Client mobile app,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to Client mobile app. Store API keys and secrets in secure vault.,4,Medium-Hard,5,Critical,Not Started,Phase 3-CMA-02,Improves client satisfaction
Phase 3-CMA-04,Phase 3,Client mobile app,Build core API endpoints for Client mobile app,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 3-CMA-03,Improves client satisfaction
Phase 3-CMA-05,Phase 3,Client mobile app,Implement RBAC/permissions for Client mobile app,Define roles and scopes; enforce access control at API and UI layers for Client mobile app.,5,Hard,5,Critical,Not Started,Phase 3-CMA-04,Improves client satisfaction
Phase 3-CMA-06,Phase 3,Client mobile app,Create primary UI workflows for Client mobile app,Design and build pages/forms to complete the core flows for Client mobile app. Add real-time validation and empty states.,2,Low-Medium,4,Very High,Not Started,Phase 3-CMA-05,Improves client satisfaction
Phase 3-CMA-07,Phase 3,Client mobile app,Add webhooks/event handling for Client mobile app,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 3-CMA-06,Improves client satisfaction
Phase 3-CMA-08,Phase 3,Client mobile app,Input validation & error UX for Client mobile app,Centralize server- and client-side validation. Provide helpful error messages and logging for Client mobile app.,2,Low-Medium,4,Very High,Not Started,Phase 3-CMA-07,Improves client satisfaction
Phase 3-CMA-09,Phase 3,Client mobile app,Observability for Client mobile app,"Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for Client mobile app.",2,Low-Medium,4,Very High,Not Started,Phase 3-CMA-08,Improves client satisfaction
Phase 3-CMA-10,Phase 3,Client mobile app,Unit & integration tests for Client mobile app,Write tests covering happy paths and edge cases for Client mobile app. Target 80% coverage where practical.,4,Medium-Hard,5,Critical,Not Started,Phase 3-CMA-09,Improves client satisfaction
Phase 3-CMA-11,Phase 3,Client mobile app,Security review for Client mobile app,"Threat model Client mobile app, encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 3-CMA-10,Improves client satisfaction
Phase 3-CMA-12,Phase 3,Client mobile app,Performance & load testing for Client mobile app,"Benchmark key paths for Client mobile app; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 3-CMA-11,Improves client satisfaction
Phase 3-CMA-13,Phase 3,Client mobile app,Backups & disaster recovery for Client mobile app,Define RPO/RTO; test backup and restore for data involved in Client mobile app.,3,Medium,4,Very High,Not Started,Phase 3-CMA-12,Improves client satisfaction
Phase 3-CMA-14,Phase 3,Client mobile app,Admin controls & settings for Client mobile app,Add admin toggles and configuration for Client mobile app. Include feature flags and rollout controls.,3,Medium,4,Very High,Not Started,Phase 3-CMA-13,Improves client satisfaction
Phase 3-CMA-15,Phase 3,Client mobile app,Documentation & SOPs for Client mobile app,Write internal docs and step-by-step SOPs so team can operate Client mobile app confidently.,1,Easy,3,High,Not Started,Phase 3-CMA-14,Improves client satisfaction
Phase 3-RNTS-01,Phase 3,Referral & NPS tracking system,Define goals & success metrics for Referral & NPS tracking system,"Clarify outcomes, acceptance criteria, KPIs, and constraints for Referral & NPS tracking system. Produce a one-page spec and checklist.",3,Medium,4,Very High,Not Started,,Helps grow firm organically
Phase 3-RNTS-02,Phase 3,Referral & NPS tracking system,Design data model/schema for Referral & NPS tracking system,Identify entities and relationships required for Referral & NPS tracking system. Create tables/collections and ERD with indexes and audit fields.,3,Medium,4,Very High,Not Started,Phase 3-RNTS-01,Helps grow firm organically
Phase 3-RNTS-03,Phase 3,Referral & NPS tracking system,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to Referral & NPS tracking system. Store API keys and secrets in secure vault.,4,Medium-Hard,5,Critical,Not Started,Phase 3-RNTS-02,Helps grow firm organically
Phase 3-RNTS-04,Phase 3,Referral & NPS tracking system,Build core API endpoints for Referral & NPS tracking system,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 3-RNTS-03,Helps grow firm organically
Phase 3-RNTS-05,Phase 3,Referral & NPS tracking system,Implement RBAC/permissions for Referral & NPS tracking system,Define roles and scopes; enforce access control at API and UI layers for Referral & NPS tracking system.,5,Hard,5,Critical,Not Started,Phase 3-RNTS-04,Helps grow firm organically
Phase 3-RNTS-06,Phase 3,Referral & NPS tracking system,Create primary UI workflows for Referral & NPS tracking system,Design and build pages/forms to complete the core flows for Referral & NPS tracking system. Add real-time validation and empty states.,2,Low-Medium,4,Very High,Not Started,Phase 3-RNTS-05,Helps grow firm organically
Phase 3-RNTS-07,Phase 3,Referral & NPS tracking system,Add webhooks/event handling for Referral & NPS tracking system,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 3-RNTS-06,Helps grow firm organically
Phase 3-RNTS-08,Phase 3,Referral & NPS tracking system,Input validation & error UX for Referral & NPS tracking system,Centralize server- and client-side validation. Provide helpful error messages and logging for Referral & NPS tracking system.,2,Low-Medium,4,Very High,Not Started,Phase 3-RNTS-07,Helps grow firm organically
Phase 3-RNTS-09,Phase 3,Referral & NPS tracking system,Observability for Referral & NPS tracking system,"Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for Referral & NPS tracking system.",2,Low-Medium,4,Very High,Not Started,Phase 3-RNTS-08,Helps grow firm organically
Phase 3-RNTS-10,Phase 3,Referral & NPS tracking system,Unit & integration tests for Referral & NPS tracking system,Write tests covering happy paths and edge cases for Referral & NPS tracking system. Target 80% coverage where practical.,4,Medium-Hard,5,Critical,Not Started,Phase 3-RNTS-09,Helps grow firm organically
Phase 3-RNTS-11,Phase 3,Referral & NPS tracking system,Security review for Referral & NPS tracking system,"Threat model Referral & NPS tracking system, encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 3-RNTS-10,Helps grow firm organically
Phase 3-RNTS-12,Phase 3,Referral & NPS tracking system,Performance & load testing for Referral & NPS tracking system,"Benchmark key paths for Referral & NPS tracking system; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 3-RNTS-11,Helps grow firm organically
Phase 3-RNTS-13,Phase 3,Referral & NPS tracking system,Backups & disaster recovery for Referral & NPS tracking system,Define RPO/RTO; test backup and restore for data involved in Referral & NPS tracking system.,3,Medium,4,Very High,Not Started,Phase 3-RNTS-12,Helps grow firm organically
Phase 3-RNTS-14,Phase 3,Referral & NPS tracking system,Admin controls & settings for Referral & NPS tracking system,Add admin toggles and configuration for Referral & NPS tracking system. Include feature flags and rollout controls.,3,Medium,4,Very High,Not Started,Phase 3-RNTS-13,Helps grow firm organically
Phase 3-RNTS-15,Phase 3,Referral & NPS tracking system,Documentation & SOPs for Referral & NPS tracking system,Write internal docs and step-by-step SOPs so team can operate Referral & NPS tracking system confidently.,1,Easy,3,High,Not Started,Phase 3-RNTS-14,Helps grow firm organically
Phase 3-MLCP-01,Phase 3,Multi-language client portal,Define goals & success metrics for Multi-language client portal,"Clarify outcomes, acceptance criteria, KPIs, and constraints for Multi-language client portal. Produce a one-page spec and checklist.",3,Medium,4,Very High,Not Started,,Strong differentiator
Phase 3-MLCP-02,Phase 3,Multi-language client portal,Design data model/schema for Multi-language client portal,Identify entities and relationships required for Multi-language client portal. Create tables/collections and ERD with indexes and audit fields.,3,Medium,4,Very High,Not Started,Phase 3-MLCP-01,Strong differentiator
Phase 3-MLCP-03,Phase 3,Multi-language client portal,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to Multi-language client portal. Store API keys and secrets in secure vault.,4,Medium-Hard,5,Critical,Not Started,Phase 3-MLCP-02,Strong differentiator
Phase 3-MLCP-04,Phase 3,Multi-language client portal,Build core API endpoints for Multi-language client portal,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 3-MLCP-03,Strong differentiator
Phase 3-MLCP-05,Phase 3,Multi-language client portal,Implement RBAC/permissions for Multi-language client portal,Define roles and scopes; enforce access control at API and UI layers for Multi-language client portal.,5,Hard,5,Critical,Not Started,Phase 3-MLCP-04,Strong differentiator
Phase 3-MLCP-06,Phase 3,Multi-language client portal,Create primary UI workflows for Multi-language client portal,Design and build pages/forms to complete the core flows for Multi-language client portal. Add real-time validation and empty states.,2,Low-Medium,4,Very High,Not Started,Phase 3-MLCP-05,Strong differentiator
Phase 3-MLCP-07,Phase 3,Multi-language client portal,Add webhooks/event handling for Multi-language client portal,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 3-MLCP-06,Strong differentiator
Phase 3-MLCP-08,Phase 3,Multi-language client portal,Input validation & error UX for Multi-language client portal,Centralize server- and client-side validation. Provide helpful error messages and logging for Multi-language client portal.,2,Low-Medium,4,Very High,Not Started,Phase 3-MLCP-07,Strong differentiator
Phase 3-MLCP-09,Phase 3,Multi-language client portal,Observability for Multi-language client portal,"Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for Multi-language client portal.",2,Low-Medium,4,Very High,Not Started,Phase 3-MLCP-08,Strong differentiator
Phase 3-MLCP-10,Phase 3,Multi-language client portal,Unit & integration tests for Multi-language client portal,Write tests covering happy paths and edge cases for Multi-language client portal. Target 80% coverage where practical.,4,Medium-Hard,5,Critical,Not Started,Phase 3-MLCP-09,Strong differentiator
Phase 3-MLCP-11,Phase 3,Multi-language client portal,Security review for Multi-language client portal,"Threat model Multi-language client portal, encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 3-MLCP-10,Strong differentiator
Phase 3-MLCP-12,Phase 3,Multi-language client portal,Performance & load testing for Multi-language client portal,"Benchmark key paths for Multi-language client portal; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 3-MLCP-11,Strong differentiator
Phase 3-MLCP-13,Phase 3,Multi-language client portal,Backups & disaster recovery for Multi-language client portal,Define RPO/RTO; test backup and restore for data involved in Multi-language client portal.,3,Medium,4,Very High,Not Started,Phase 3-MLCP-12,Strong differentiator
Phase 3-MLCP-14,Phase 3,Multi-language client portal,Admin controls & settings for Multi-language client portal,Add admin toggles and configuration for Multi-language client portal. Include feature flags and rollout controls.,3,Medium,4,Very High,Not Started,Phase 3-MLCP-13,Strong differentiator
Phase 3-MLCP-15,Phase 3,Multi-language client portal,Documentation & SOPs for Multi-language client portal,Write internal docs and step-by-step SOPs so team can operate Multi-language client portal confidently.,1,Easy,3,High,Not Started,Phase 3-MLCP-14,Strong differentiator
Phase 3-CRB-01,Phase 3,Custom report builder,Define goals & success metrics for Custom report builder,"Clarify outcomes, acceptance criteria, KPIs, and constraints for Custom report builder. Produce a one-page spec and checklist.",2,Low-Medium,4,Very High,Not Started,,Sticky feature for bigger firms
Phase 3-CRB-02,Phase 3,Custom report builder,Design data model/schema for Custom report builder,Identify entities and relationships required for Custom report builder. Create tables/collections and ERD with indexes and audit fields.,3,Medium,4,Very High,Not Started,Phase 3-CRB-01,Sticky feature for bigger firms
Phase 3-CRB-03,Phase 3,Custom report builder,Set up provider accounts & credentials (if needed),Create sandbox/production accounts for vendors relevant to Custom report builder. Store API keys and secrets in secure vault.,4,Medium-Hard,5,Critical,Not Started,Phase 3-CRB-02,Sticky feature for bigger firms
Phase 3-CRB-04,Phase 3,Custom report builder,Build core API endpoints for Custom report builder,"Implement REST/GraphQL endpoints with validation, pagination, and error handling. Include unit tests.",4,Medium-Hard,5,Critical,Not Started,Phase 3-CRB-03,Sticky feature for bigger firms
Phase 3-CRB-05,Phase 3,Custom report builder,Implement RBAC/permissions for Custom report builder,Define roles and scopes; enforce access control at API and UI layers for Custom report builder.,5,Hard,5,Critical,Not Started,Phase 3-CRB-04,Sticky feature for bigger firms
Phase 3-CRB-06,Phase 3,Custom report builder,Create primary UI workflows for Custom report builder,Design and build pages/forms to complete the core flows for Custom report builder. Add real-time validation and empty states.,2,Low-Medium,4,Very High,Not Started,Phase 3-CRB-05,Sticky feature for bigger firms
Phase 3-CRB-07,Phase 3,Custom report builder,Add webhooks/event handling for Custom report builder,"Process incoming vendor or internal events; ensure idempotency, retries, and dead-letter handling.",4,Medium-Hard,5,Critical,Not Started,Phase 3-CRB-06,Sticky feature for bigger firms
Phase 3-CRB-08,Phase 3,Custom report builder,Input validation & error UX for Custom report builder,Centralize server- and client-side validation. Provide helpful error messages and logging for Custom report builder.,2,Low-Medium,4,Very High,Not Started,Phase 3-CRB-07,Sticky feature for bigger firms
Phase 3-CRB-09,Phase 3,Custom report builder,Observability for Custom report builder,"Add structured logs, metrics, tracing, and dashboards (errors, latency, throughput) for Custom report builder.",2,Low-Medium,4,Very High,Not Started,Phase 3-CRB-08,Sticky feature for bigger firms
Phase 3-CRB-10,Phase 3,Custom report builder,Unit & integration tests for Custom report builder,Write tests covering happy paths and edge cases for Custom report builder. Target 80% coverage where practical.,4,Medium-Hard,5,Critical,Not Started,Phase 3-CRB-09,Sticky feature for bigger firms
Phase 3-CRB-11,Phase 3,Custom report builder,Security review for Custom report builder,"Threat model Custom report builder, encrypt data at rest/in transit, verify least-privilege, secrets rotation, and audit trails.",5,Hard,5,Critical,Not Started,Phase 3-CRB-10,Sticky feature for bigger firms
Phase 3-CRB-12,Phase 3,Custom report builder,Performance & load testing for Custom report builder,"Benchmark key paths for Custom report builder; tune queries, caching, and backpressure. Document SLOs.",4,Medium-Hard,4,Very High,Not Started,Phase 3-CRB-11,Sticky feature for bigger firms
